INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,NEIGHBORHOOD,STREET,OCCURRED_ON_DATE,YEAR,MONTH,MONTH_YEAR,DAY_OF_WEEK,HOUR,TIME_OF_DAY,SEASON,IS_WEEKEND,Lat,Long
222043848,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,DECATUR ST,2022-06-14 17:45:00,2022,6,2022-06,Tuesday,17,Afternoon,Summer,0,42.37829204976082,-71.05387023834602
222043823,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"RALEIGH ST & BEACON ST
BOSTON  MA 02215
UNITED STA",2022-06-14 18:02:00,2022,6,2022-06,Tuesday,18,Evening,Summer,0,42.34934002686297,-71.09502996316621
222043828,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-14 19:07:00,2022,6,2022-06,Tuesday,19,Evening,Summer,0,42.34128750439044,-71.05467932649397
222043847,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,CITY HALL PLZ,2022-06-14 19:56:00,2022,6,2022-06,Tuesday,19,Evening,Summer,0,42.35972136485405,-71.05852360114129
222043917,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,NEW CHARDON ST,2022-06-15 01:30:00,2022,6,2022-06,Wednesday,1,Late Night,Summer,0,42.3626074984039,-71.06132725274803
222043925,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HEMENWAY ST,2022-06-15 03:47:00,2022,6,2022-06,Wednesday,3,Late Night,Summer,0,42.34146609961144,-71.09082781233604
222044015,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,"ISLAND ST & GERARD ST
ROXBURY  MA 02119
UNITED STA",2022-06-15 12:22:00,2022,6,2022-06,Wednesday,12,Afternoon,Summer,0,42.33130600406084,-71.07194705097945
222044049,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-15 13:40:00,2022,6,2022-06,Wednesday,13,Afternoon,Summer,0,42.331150243741725,-71.06532467442422
222044125,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,"CAROL AVE & COMMONWEALTH AVE
BRIGHTON  MA 02135
UN",2022-06-15 16:38:00,2022,6,2022-06,Wednesday,16,Afternoon,Summer,0,42.34526903048265,-71.14154798420965
222044122,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,MERIDIAN ST,2022-06-15 16:45:00,2022,6,2022-06,Wednesday,16,Afternoon,Summer,0,42.37996488667934,-71.03923314410417
222044126,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,CITY HALL PLZ,2022-06-15 17:15:00,2022,6,2022-06,Wednesday,17,Afternoon,Summer,0,42.35972136485405,-71.05852360114129
222044145,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-15 19:15:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.28482576580488,-71.09137368938802
222044147,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-15 19:17:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.28482576580488,-71.09137368938802
222044185,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,OAK ST W & WASHINGTON ST,2022-06-15 21:20:00,2022,6,2022-06,Wednesday,21,Night,Summer,0,42.3484000420717,-71.06412995353283
222044370,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,METROPOLITAN AVE,2022-06-16 03:36:00,2022,6,2022-06,Thursday,3,Late Night,Summer,0,42.26209213592829,-71.11670963617405
222044325,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,WASHINGTON ST,2022-06-16 10:15:00,2022,6,2022-06,Thursday,10,Morning,Summer,0,42.29451036761237,-71.07197241090022
222044297,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-16 11:23:00,2022,6,2022-06,Thursday,11,Morning,Summer,0,42.332108429494895,-71.07014394813551
222044336,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"ZEIGLER ST & HARRISON AVE
ROXBURY  MA 02119
UNITED",2022-06-16 13:07:00,2022,6,2022-06,Thursday,13,Afternoon,Summer,0,42.32929802656422,-71.08248399656884
222044349,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,IFFLEY RD,2022-06-16 14:19:00,2022,6,2022-06,Thursday,14,Afternoon,Summer,0,42.31236626738347,-71.09933739986373
222044716,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,MOUNT VERNON ST,2022-06-17 15:28:00,2022,6,2022-06,Friday,15,Afternoon,Summer,0,42.32162926051349,-71.05541941470292
222044778,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,SUMMER ST,2022-06-17 17:45:00,2022,6,2022-06,Friday,17,Afternoon,Summer,0,42.355216248269386,-71.06012863469122
222044779,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-06-17 18:00:00,2022,6,2022-06,Friday,18,Evening,Summer,0,42.35594238717985,-71.06258333167791
222044845,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,"WASHINGTON ST & BEETHOVEN ST
JAMAICA PLAIN  MA 021",2022-06-17 21:44:00,2022,6,2022-06,Friday,21,Night,Summer,0,42.31511700001404,-71.09896494199411
222044843,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,GUEST ST,2022-06-17 22:33:00,2022,6,2022-06,Friday,22,Night,Summer,0,42.35674412427863,-71.14367007305148
222044862,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,SARATOGA ST,2022-06-17 23:59:00,2022,6,2022-06,Friday,23,Night,Summer,0,42.38504649646171,-71.01374142118432
222044979,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GENEVA AVE,2022-06-18 00:00:00,2022,6,2022-06,Saturday,0,Late Night,Summer,1,42.29848866154386,-71.06313294177963
222044869,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,MARGINAL ST,2022-06-18 00:30:00,2022,6,2022-06,Saturday,0,Late Night,Summer,1,42.36631988636338,-71.03821277083964
222044893,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,MARGINAL ST,2022-06-18 02:28:00,2022,6,2022-06,Saturday,2,Late Night,Summer,1,42.36423833108297,-71.03344046177381
222044896,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,"DARTMOUTH ST & NEWBURY ST
BOSTON  MA 02116
UNITED ",2022-06-18 03:06:00,2022,6,2022-06,Saturday,3,Late Night,Summer,1,42.35085002994053,-71.07771999860331
222044912,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,COLUMBUS AVE,2022-06-18 06:11:00,2022,6,2022-06,Saturday,6,Morning,Summer,1,42.31506898049432,-71.09746579411993
222045031,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-18 11:45:00,2022,6,2022-06,Saturday,11,Morning,Summer,1,42.332108429494895,-71.07014394813551
222045079,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2022-06-18 12:00:00,2022,6,2022-06,Saturday,12,Afternoon,Summer,1,42.33954198983014,-71.06940876967543
222045056,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,STATE ST,2022-06-18 16:56:00,2022,6,2022-06,Saturday,16,Afternoon,Summer,1,42.35892252518164,-71.05635419161882
222045057,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,CITY HALL PLZ,2022-06-18 17:12:00,2022,6,2022-06,Saturday,17,Afternoon,Summer,1,42.35972136485405,-71.05852360114129
222045060,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-06-18 17:29:00,2022,6,2022-06,Saturday,17,Afternoon,Summer,1,42.35521428732261,-71.06206350909659
222045083,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"DUDLEY ST & BURGESS ST
DORCHESTER  MA 02125
UNITED",2022-06-18 18:26:00,2022,6,2022-06,Saturday,18,Evening,Summer,1,42.31954003160884,-71.07066802838379
222045130,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,GUEST ST,2022-06-18 21:58:00,2022,6,2022-06,Saturday,21,Night,Summer,1,42.35674412427863,-71.14367007305148
222045396,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,HAMILTON ST,2022-06-20 01:15:00,2022,6,2022-06,Monday,1,Late Night,Summer,0,42.30876797911193,-71.07046719771598
222045472,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,ROXBURY ST,2022-06-20 11:28:00,2022,6,2022-06,Monday,11,Morning,Summer,0,42.32952035449152,-71.08530640838333
222045465,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,ROXBURY ST,2022-06-20 11:48:00,2022,6,2022-06,Monday,11,Morning,Summer,0,42.32952035449152,-71.08530640838333
222045480,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"DUDLEY ST & WARREN ST
ROXBURY  MA 02119
UNITED STA",2022-06-20 12:39:00,2022,6,2022-06,Monday,12,Afternoon,Summer,0,42.328657016948966,-71.0834519549857
222045513,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,"STUART ST & DARTMOUTH ST
BOSTON  MA 02116
UNITED S",2022-06-20 13:58:00,2022,6,2022-06,Monday,13,Afternoon,Summer,0,42.34828001136456,-71.07640998815846
222045530,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-06-20 15:00:00,2022,6,2022-06,Monday,15,Afternoon,Summer,0,42.31043399746241,-71.06134009762133
222045576,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,SUMMER ST,2022-06-20 17:51:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.35387719466124,-71.05830207122234
222045595,1832,SICK ASSIST - DRUG RELATED ILLNESS,E5,West Roxbury,"BELGRADE AVE & WEST ROXBURY PKWY
ROSLINDALE  MA 02",2022-06-20 17:55:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.28599202560089,-71.14778500872856
222045592,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,RIVER ST,2022-06-20 18:32:00,2022,6,2022-06,Monday,18,Evening,Summer,0,42.26681253635599,-71.09566961413732
222045603,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,S BREMEN ST,2022-06-20 19:21:00,2022,6,2022-06,Monday,19,Evening,Summer,0,42.36780297149182,-71.03943328320705
222045602,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,PARIS ST,2022-06-20 19:21:00,2022,6,2022-06,Monday,19,Evening,Summer,0,42.3708180467024,-71.03929078135145
222045612,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-20 19:50:00,2022,6,2022-06,Monday,19,Evening,Summer,0,42.28482576580488,-71.09137368938802
222045775,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,TRUMAN PKWY,2022-06-21 09:30:00,2022,6,2022-06,Tuesday,9,Morning,Summer,0,42.24124925533901,-71.12629907670339
222045732,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
ROXBURY  MA 02118
UN",2022-06-21 10:55:00,2022,6,2022-06,Tuesday,10,Morning,Summer,0,42.333549963272176,-71.07346597687543
222045769,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,CHELSEA ST,2022-06-21 13:34:00,2022,6,2022-06,Tuesday,13,Afternoon,Summer,0,42.37415930697933,-71.03382161852096
222045827,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,OLD COLONY AVE & MONSIGNOR DENNIS F. O'CALLAGHA WA,2022-06-21 14:15:00,2022,6,2022-06,Tuesday,14,Afternoon,Summer,0,42.32434900018846,-71.05243204454395
222045920,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,NORTH ST,2022-06-21 18:40:00,2022,6,2022-06,Tuesday,18,Evening,Summer,0,42.36349374277198,-71.05267742410891
222045970,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HUNTINGTON AVE,2022-06-21 23:07:00,2022,6,2022-06,Tuesday,23,Night,Summer,0,42.34201849799732,-71.08566212663452
222046042,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-22 00:00:00,2022,6,2022-06,Wednesday,0,Late Night,Summer,0,42.34128750439044,-71.05467932649397
222046016,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-22 09:13:00,2022,6,2022-06,Wednesday,9,Morning,Summer,0,42.34128750439044,-71.05467932649397
222046334,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,SOLDIERS FIELD RD,2022-06-23 11:09:00,2022,6,2022-06,Thursday,11,Morning,Summer,0,42.35934409004712,-71.15389780173912
222046344,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,VINE ST,2022-06-23 12:11:00,2022,6,2022-06,Thursday,12,Afternoon,Summer,0,42.37663166813234,-71.05593195497872
222046502,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2022-06-23 18:00:00,2022,6,2022-06,Thursday,18,Evening,Summer,0,42.29755532959655,-71.05970910242573
222046510,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"BLUE HILL AVE & WALK HILL ST
MATTAPAN  MA 02126
UN",2022-06-23 19:48:00,2022,6,2022-06,Thursday,19,Evening,Summer,0,42.27723800981413,-71.09358104621893
222046535,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,"PERCIVAL ST & MARIE ST
DORCHESTER  MA 02122
UNITED",2022-06-23 21:30:00,2022,6,2022-06,Thursday,21,Night,Summer,0,42.30571096679929,-71.06339799393088
222094667,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,COLUMBUS AVE,2022-06-24 00:00:00,2022,6,2022-06,Friday,0,Late Night,Summer,0,42.34563477312553,-71.07555366997444
222046655,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-06-24 12:47:00,2022,6,2022-06,Friday,12,Afternoon,Summer,0,42.31043399746241,-71.06134009762133
222046703,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"JOHN F. FITZGERALD SURFACE RD & ESSEX ST
BOSTON  M",2022-06-24 14:54:00,2022,6,2022-06,Friday,14,Afternoon,Summer,0,42.352354001268914,-71.05815296785019
222046744,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2022-06-24 17:39:00,2022,6,2022-06,Friday,17,Afternoon,Summer,0,42.3077502395542,-71.08273084088506
222046817,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,CAMBRIDGE ST,2022-06-24 21:03:00,2022,6,2022-06,Friday,21,Night,Summer,0,42.361097417653454,-71.06206081011582
222046955,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-25 12:34:00,2022,6,2022-06,Saturday,12,Afternoon,Summer,1,42.34128750439044,-71.05467932649397
222047037,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-25 16:05:00,2022,6,2022-06,Saturday,16,Afternoon,Summer,1,42.34128750439044,-71.05467932649397
222047140,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,CHELSEA ST,2022-06-25 21:33:00,2022,6,2022-06,Saturday,21,Night,Summer,1,42.37277547064087,-71.05947228766894
222047143,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,CENTRE ST,2022-06-25 22:25:00,2022,6,2022-06,Saturday,22,Night,Summer,1,42.32287413383018,-71.10155353567498
222047196,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,TREMONT ST,2022-06-26 02:18:00,2022,6,2022-06,Sunday,2,Late Night,Summer,1,42.3494286414245,-71.06536641197421
222047358,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,COTTAGE ST,2022-06-26 19:55:00,2022,6,2022-06,Sunday,19,Evening,Summer,1,42.370106218431495,-71.03261983638406
222047396,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,BERKELEY ST,2022-06-26 21:44:00,2022,6,2022-06,Sunday,21,Night,Summer,1,42.348441825697456,-71.07167011658699
222047497,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-27 00:00:00,2022,6,2022-06,Monday,0,Late Night,Summer,0,42.34128750439044,-71.05467932649397
222047522,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"SOUTHAMPTON ST & ALLSTATE RD
DORCHESTER  MA 02118
",2022-06-27 13:13:00,2022,6,2022-06,Monday,13,Afternoon,Summer,0,42.330729001198456,-71.0631630388702
222047565,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"SOUTHAMPTON ST & TOPEKA ST
BOSTON  MA 02118
UNITED",2022-06-27 13:30:00,2022,6,2022-06,Monday,13,Afternoon,Summer,0,42.33168003904757,-71.06799004022146
222047542,1832,SICK ASSIST - DRUG RELATED ILLNESS,E5,West Roxbury,CROWN POINT DR,2022-06-27 13:41:00,2022,6,2022-06,Monday,13,Afternoon,Summer,0,42.25784060234359,-71.14813948177282
222047608,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,BORDER ST,2022-06-27 17:15:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.37382755162135,-71.04052458543525
222047597,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"PAXTON ST & BLUE HILL AVE
DORCHESTER  MA 02124
UNI",2022-06-27 17:48:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.29214899431081,-71.08892194782763
222047644,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,DORCHESTER AVE,2022-06-27 19:25:00,2022,6,2022-06,Monday,19,Evening,Summer,0,42.33014011820346,-71.05695787133254
222047671,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HARRISON AVE,2022-06-27 21:58:00,2022,6,2022-06,Monday,21,Night,Summer,0,42.33954198983014,-71.06940876967543
222047881,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-28 07:30:00,2022,6,2022-06,Tuesday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
222047802,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,MARGINAL ST,2022-06-28 10:50:00,2022,6,2022-06,Tuesday,10,Morning,Summer,0,42.367285867846455,-71.04041697416301
222047838,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"HARVARD ST & JOHNSTON RD
BOSTON  MA 02124
UNITED S",2022-06-28 14:13:00,2022,6,2022-06,Tuesday,14,Afternoon,Summer,0,42.287760023772925,-71.09368000310921
222047848,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-28 14:45:00,2022,6,2022-06,Tuesday,14,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222047932,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2022-06-28 18:00:00,2022,6,2022-06,Tuesday,18,Evening,Summer,0,42.29755532959655,-71.05970910242573
222047935,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"BLUE HILL AVE & RIVER ST
MATTAPAN  MA 02126
UNITED",2022-06-28 19:06:00,2022,6,2022-06,Tuesday,19,Evening,Summer,0,42.26766298726723,-71.09388405115061
222047930,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"NEW CHARDON ST & CAMBRIDGE ST
BOSTON  MA 02114
UNI",2022-06-28 19:15:00,2022,6,2022-06,Tuesday,19,Evening,Summer,0,42.36129700287076,-71.06283103842067
222047944,1832,SICK ASSIST - DRUG RELATED ILLNESS,E18,Hyde Park,WACHUSETT ST,2022-06-28 20:37:00,2022,6,2022-06,Tuesday,20,Evening,Summer,0,42.26255557939739,-71.10186986216556
222048171,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"TREMONT ST & COURT ST
BOSTON  MA 02108
UNITED STAT",2022-06-29 00:00:00,2022,6,2022-06,Wednesday,0,Late Night,Summer,0,42.35925996733024,-71.05939995876555
222048117,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"MASS AVE CONN & MELNEA CASS BLVD
BOSTON  MA 02118
",2022-06-29 11:02:00,2022,6,2022-06,Wednesday,11,Morning,Summer,0,42.332684971610334,-71.07218501189195
222048093,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2022-06-29 11:16:00,2022,6,2022-06,Wednesday,11,Morning,Summer,0,42.328109787777095,-71.08676708836963
222048110,1832,SICK ASSIST - DRUG RELATED ILLNESS,E18,Hyde Park,WEST ST,2022-06-29 11:56:00,2022,6,2022-06,Wednesday,11,Morning,Summer,0,42.26369909285361,-71.12631765563769
222048187,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-06-29 16:00:00,2022,6,2022-06,Wednesday,16,Afternoon,Summer,0,42.31043399746241,-71.06134009762133
222048228,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,BLUE HILL AVE,2022-06-29 17:24:00,2022,6,2022-06,Wednesday,17,Afternoon,Summer,0,42.31956878792708,-71.07776263706329
222048211,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,CITY HALL PLZ,2022-06-29 17:24:00,2022,6,2022-06,Wednesday,17,Afternoon,Summer,0,42.35972136485405,-71.05852360114129
222048232,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,TREMLETT ST,2022-06-29 18:22:00,2022,6,2022-06,Wednesday,18,Evening,Summer,0,42.29472274536592,-71.07058533739337
222048238,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,BULFINCH PL,2022-06-29 19:20:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.36152576537158,-71.06133845714903
222048274,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-29 20:42:00,2022,6,2022-06,Wednesday,20,Evening,Summer,0,42.34997256219053,-71.06348816860363
222048361,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BOYLSTON ST,2022-06-30 08:37:00,2022,6,2022-06,Thursday,8,Morning,Summer,0,42.348623815554966,-71.08277637086411
222048503,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-30 13:40:00,2022,6,2022-06,Thursday,13,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222048526,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,BOWDOIN SQ,2022-06-30 16:50:00,2022,6,2022-06,Thursday,16,Afternoon,Summer,0,42.36164501925359,-71.06229949268801
222048528,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"WASHINGTON ST & AVERY ST
BOSTON  MA 02111
UNITED S",2022-06-30 17:15:00,2022,6,2022-06,Thursday,17,Afternoon,Summer,0,42.35323001233408,-71.06254000489518
222048516,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2022-06-30 17:20:00,2022,6,2022-06,Thursday,17,Afternoon,Summer,0,42.33044113294782,-71.08373480990272
222048548,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,CLEMENTINE PARK,2022-06-30 18:40:00,2022,6,2022-06,Thursday,18,Evening,Summer,0,42.29268770353985,-71.06556673194807
222049439,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,HARVARD AVE,2022-07-01 01:00:00,2022,7,2022-07,Friday,1,Late Night,Summer,0,42.35085371116755,-71.13125747198826
222048621,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"WARREN ST & WALNUT AVE
BOSTON  MA 02119
UNITED STA",2022-07-01 01:18:00,2022,7,2022-07,Friday,1,Late Night,Summer,0,42.3241000409588,-71.08286999658354
222048878,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,PRINCETON ST,2022-07-01 19:31:00,2022,7,2022-07,Friday,19,Evening,Summer,0,42.37765999473733,-71.03560198037273
222049000,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,SAINT BOTOLPH ST,2022-07-02 10:15:00,2022,7,2022-07,Saturday,10,Morning,Summer,1,42.34295139211298,-71.08314540184752
222049039,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,CIRCUIT SQ,2022-07-02 12:04:00,2022,7,2022-07,Saturday,12,Afternoon,Summer,1,42.32337662145815,-71.08664761376613
222049076,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,LAMARTINE ST,2022-07-02 14:50:00,2022,7,2022-07,Saturday,14,Afternoon,Summer,1,42.31920137763328,-71.10336320245327
222049196,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,COMMONWEALTH AVE,2022-07-02 23:24:00,2022,7,2022-07,Saturday,23,Night,Summer,1,42.34822741305732,-71.14075262166958
222049415,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"COLUMBIA RD & WASHINGTON ST
DORCHESTER  MA 02121
U",2022-07-03 20:21:00,2022,7,2022-07,Sunday,20,Evening,Summer,1,42.30533599217675,-71.08045995394257
